1733787000	3
1733771700	3
1733775300	3
1733786100	2
1733762700	2
1733770800	2
1733789700	2
1733761800	2
1738530900	2
1733766300	2
1738558800	2
1733779800	2
1738544400	2
1733787900	2
1738557000	1
1717791300	1
1738555200	1
1733785200	1
1717767900	1
1738549800	1
1733768100	1
1717776000	1
1717775100	1
1733773500	1
1738542600	1
1717783200	1
1733778000	1
1717767000	1
1733788800	1
1738557900	1
1717780500	1
1713933900	1
1714041900	1
1724857200	1
1717794900	1
1738559700	1
1717781400	1
1733776200	1
1733767200	1
1715853600	1
1731848400	1
1714567500	1
1733256900	1
1733769000	1
1738538100	1
1717793100	1
1717123500	1
1730041200	1
1734810300	1
1734811200	1
1718010000	1
1726419600	1
1733760900	1
1738529100	1
1738530000	1
1738551600	1
